y_Медианный доход по району	Широта	Долгота	Медианная стоимость дома в районе	Средний возраст населения	Всего номеров в районе	Население района	Всего домохозяйств в районе	Всего спален в районе
2.7325	38.31	-122.29	162900	25	4927	2756	998	1005
4.5293	38.34	-122.31	210400	19	4187	1827	605	684
3.6042	38.33	-122.31	183300	21	1922	1051	342	344
4.0132	38.33	-122.31	174700	26	2155	956	365	339
3.7045	38.32	-122.31	161500	33	2463	1235	465	421
5.0877	38.33	-122.32	209300	17	851	370	123	118
5.8002	38.32	-122.32	238700	19	2922	1221	442	417
4.0878	38.32	-122.32	164400	22	2483	1478	492	528
3.2850	38.32	-122.31	138100	35	3997	2074	703	762
5.0000	38.32	-122.32	175200	26	2710	1439	484	498
3.9000	38.30	-122.31	187300	25	3883	1641	676	740
3.8796	38.31	-122.31	175500	32	2577	1172	447	458
2.3787	38.29	-122.32	177900	21	1607	834	352	356
2.4728	38.29	-122.30	139700	20	1789	1113	398	434
3.0404	38.29	-122.30	142100	25	1701	1021	399	427
3.3977	38.28	-122.30	158700	31	1633	944	300	316
4.3585	38.27	-122.31	194400	34	1748	783	303	284
3.7188	38.25	-122.30	163400	18	3548	1476	699	880
4.4861	38.28	-122.21	269300	35	1273	555	181	210
4.9167	38.25	-122.24	187500	33	213	91	33	36
4.2955	38.17	-122.25	121300	34	778	406	136	137
2.9375	38.16	-122.25	106700	17	4459	1812	888	944
4.0337	38.16	-122.26	130400	23	2840	1586	466	491
6.8000	38.37	-122.39	240800	33	1066	403	163	191
4.8250	38.33	-122.37	195100	29	1868	764	284	291
5.6304	38.30	-122.35	243100	18	3735	1504	521	557
4.6250	38.21	-122.33	228600	33	2017	949	342	370
3.5781	38.34	-122.40	242500	33	1408	520	212	273
4.5694	38.38	-122.33	287500	28	1020	504	164	169
2.5685	38.41	-122.40	267600	20	4867	1725	1015	1015
5.5718	38.35	-122.32	185200	20	3494	1673	541	549
3.7067	38.41	-122.36	175000	18	1808	968	370	400
2.2536	38.40	-122.36	201200	16	2716	898	500	546
6.0266	38.35	-122.18	216700	24	407	175	61	68
6.3427	38.39	-122.33	304800	36	831	272	109	122
6.1089	38.31	-122.24	280800	38	1938	823	285	301
4.6350	38.46	-122.40	248500	33	2542	1099	420	466
3.5506	38.51	-122.47	187500	18	2487	980	503	516
3.4904	38.51	-122.47	196900	25	928	413	184	195
4.3125	38.50	-122.48	276500	37	3049	1287	439	508
4.1993	38.50	-122.47	214500	23	2191	959	361	415
1.9441	38.51	-122.45	184400	18	1297	610	312	337
3.6118	38.53	-122.40	248400	24	1741	564	231	289
3.6429	38.57	-122.44	159700	26	2101	2171	360	390
3.0938	38.58	-122.45	189400	34	2517	1324	464	483
5.3698	38.60	-122.47	303300	20	1036	589	194	202
4.2096	38.54	-122.48	256600	37	1898	973	340	359
3.6641	38.53	-122.46	275800	32	1735	785	309	331
3.1563	38.68	-122.27	98400	18	742	343	119	142
2.1979	38.57	-122.26	152800	22	509	139	73	103
4.4000	38.53	-122.27	142500	22	678	336	103	137
3.4539	38.67	-122.52	300000	35	1705	708	253	321
1.9925	38.58	-122.57	225000	18	2083	926	487	506
3.5208	38.59	-122.58	195800	33	1239	539	246	262
2.3942	38.58	-122.58	183100	32	2723	1549	556	637
3.7585	38.58	-122.59	185700	18	3753	1454	668	752
2.8864	39.09	-121.07	143100	17	1878	892	299	345
2.3062	39.09	-121.11	138800	16	1000	508	190	197
3.6563	39.03	-121.12	163500	17	838	388	142	161
3.7426	39.18	-121.08	162700	19	2323	963	379	397
2.4688	39.19	-121.18	138800	16	1528	729	319	351
2.9688	39.20	-121.20	128300	16	1039	554	184	182
1.9886	39.23	-121.07	113800	39	2099	929	423	433
1.5313	39.23	-121.05	154900	20	1634	1053	390	374
2.7813	39.23	-121.09	109200	35	2637	1181	480	511
2.1419	39.22	-121.08	105200	30	2188	1033	437	455
2.4811	39.21	-121.08	111800	17	3033	1319	583	590
2.6042	39.22	-121.09	116700	25	2200	1045	419	439
1.4241	39.23	-121.02	125000	16	1427	642	333	319
3.2337	39.21	-121.03	123100	28	2843	1310	525	535
2.8942	39.22	-120.99	182500	16	1497	737	243	275
3.6607	39.18	-120.99	153000	23	2550	1016	405	457
3.5859	39.19	-121.04	144300	17	856	518	170	167
3.2303	39.17	-121.02	149500	17	2277	1149	476	459
3.9537	39.25	-121.06	172800	17	3127	1390	520	539
3.5417	39.30	-120.89	155100	17	2282	974	371	431
3.7917	39.26	-120.99	179200	16	2616	1090	425	422
2.8102	39.31	-121.13	128900	17	3442	1693	619	705
4.1190	39.33	-120.17	110900	18	1046	486	179	204
3.7841	39.33	-120.20	109500	26	1988	905	321	379
2.3594	39.32	-120.19	155700	16	1536	646	208	298
4.0278	39.34	-120.35	95800	29	1986	337	100	474
5.0782	33.94	-117.95	264100	28	2851	1287	496	496
4.8906	33.94	-117.96	228900	34	2228	1159	378	399
4.1205	33.94	-117.97	217000	36	1870	947	324	338
5.5608	33.94	-117.97	255800	34	1632	690	268	263
4.0893	33.94	-117.97	215700	35	1928	1056	366	360
4.4107	33.93	-117.97	202000	31	1975	918	347	373
4.5461	33.93	-117.97	194000	33	1700	981	362	369
3.4600	33.93	-117.96	232800	31	1471	841	330	321
3.7760	33.93	-117.96	192600	29	2316	1275	501	522
2.6641	33.94	-117.96	185200	31	2397	1407	476	518
4.0833	33.93	-117.94	162500	33	1770	1346	366	370
3.8194	33.93	-117.94	186000	34	1475	698	293	319
3.4702	33.93	-117.95	161900	25	3445	2400	750	801
2.6123	33.93	-117.95	161300	37	2633	1904	630	630
5.7796	33.92	-117.97	241300	32	2620	1296	429	398
4.1321	33.93	-117.97	198100	35	1887	989	351	328
3.0000	33.92	-117.97	251400	24	2017	900	436	416
3.2158	33.92	-117.96	215000	18	3744	1654	912	1027
3.6106	33.92	-117.95	153600	18	2825	1590	643	660
3.0588	33.92	-117.94	145200	28	639	1062	169	179
4.0000	33.92	-117.95	178200	32	1661	1201	302	312
4.6696	33.92	-117.94	165500	32	1053	1038	222	207
5.1084	33.94	-117.94	303800	25	3250	1452	501	546
4.5096	33.94	-117.94	241100	30	1596	845	309	307
4.4500	33.94	-117.95	267900	31	2237	1135	434	431
2.2156	33.94	-117.94	145000	26	1962	1236	520	540
6.0516	33.94	-117.93	245000	30	2658	1135	392	382
4.2250	33.94	-117.93	224700	28	3664	1820	657	719
3.7933	33.93	-117.93	184400	25	2431	1702	523	534
5.5830	33.94	-117.92	267700	27	4566	2045	664	620
4.7813	33.94	-117.92	198200	30	2506	1255	421	394
4.2443	33.92	-117.93	174400	34	2271	1393	433	437
2.8000	33.93	-117.93	137500	37	1128	931	234	273
2.1944	33.93	-117.93	139600	33	1626	1062	356	378
6.2452	33.93	-117.91	291700	21	2578	1207	350	363
4.7216	33.94	-117.89	227000	20	3349	1822	675	685
5.4617	33.92	-117.89	190300	17	2936	1381	535	555
5.9177	33.92	-117.90	267600	27	698	391	126	116
4.7222	33.92	-117.91	208300	21	380	398	70	91
3.6106	33.91	-117.91	196400	27	2181	1555	488	501
5.0096	33.91	-117.91	221700	34	1763	894	297	303
4.1250	33.91	-117.91	230200	32	1530	666	276	301
4.9766	33.91	-117.91	267100	24	2249	1015	385	379
3.8333	33.92	-117.89	170400	34	1473	1025	315	312
3.7321	33.91	-117.89	216500	33	1264	527	227	224
3.5403	33.91	-117.90	195400	36	1376	687	221	257
6.5284	33.90	-117.89	288700	16	1426	652	226	216
7.8980	33.90	-117.89	258200	23	1533	693	230	226
4.9743	33.90	-117.90	193500	19	2176	1002	402	414
4.9524	33.91	-117.90	226600	26	2885	1227	439	476
4.3103	33.91	-117.90	201600	33	4181	2049	834	804
5.1952	33.92	-117.92	302100	19	2181	1272	337	400
3.3199	33.87	-117.98	188800	25	2037	1435	496	515
3.8068	33.87	-117.98	158700	29	1310	937	294	332
3.8750	33.86	-117.98	137500	25	1025	726	183	266
4.1287	33.86	-117.98	205800	26	1240	781	315	285
3.7054	33.87	-117.97	169200	28	1784	1255	433	440
3.6006	33.86	-117.97	161700	34	2138	1682	463	490
3.5855	33.86	-117.97	174300	35	1691	1265	378	367
3.7813	33.86	-117.96	184900	35	2146	1230	429	430
4.2937	33.86	-117.96	183200	35	2181	1249	358	371
3.7222	33.87	-117.96	187500	35	1972	1152	356	367
4.5300	33.86	-117.95	193500	35	2375	1343	424	439
5.2099	33.86	-117.95	191400	35	2478	1333	427	431
3.3516	33.86	-117.96	190000	32	2366	1283	477	505
4.2850	33.87	-117.95	184900	34	1599	938	307	296
4.4784	33.87	-117.95	185200	35	1854	1115	381	383
3.1410	33.87	-117.96	167500	27	890	416	200	289
4.7984	33.87	-117.96	175800	37	1785	1155	403	360
3.6705	33.88	-117.95	275000	34	1939	817	314	355
4.6477	33.86	-117.94	194700	36	2824	1394	507	493
2.1432	33.86	-117.94	197500	33	1013	706	266	312
5.1970	33.86	-117.95	195700	36	2038	1066	346	343
4.5774	33.86	-117.93	182100	36	1672	1173	337	318
4.0288	33.86	-117.93	184000	35	1216	893	228	225
4.6964	33.86	-117.94	183100	35	1235	875	220	227
4.7500	33.86	-117.94	185600	35	2127	1247	378	417
4.3333	33.88	-117.94	239300	35	1694	679	282	296
2.8438	33.87	-117.92	162500	36	1125	966	257	285
7.2893	33.88	-117.93	293500	32	2458	967	409	359
5.2336	33.88	-117.91	235600	34	1851	784	290	291
5.3649	33.88	-117.92	243600	32	1683	719	263	273
5.3986	33.88	-117.92	318700	32	1632	575	235	244
5.2897	33.88	-117.90	230400	35	2062	991	357	353
4.6750	33.88	-117.90	215400	34	1396	661	261	245
2.9861	33.87	-117.90	218600	28	2315	1360	504	538
3.4338	33.87	-117.90	195200	34	1411	1040	299	292
2.5000	33.87	-117.91	143800	29	1121	762	276	291
3.6435	33.89	-117.88	119100	18	1616	866	496	532
4.5000	33.89	-117.88	173300	16	959	353	185	176
5.3836	33.88	-117.89	229600	33	1582	771	240	256
5.7519	33.88	-117.89	243400	27	2091	1037	332	336
3.0893	33.87	-117.89	188200	25	1492	755	389	439
3.3594	33.87	-117.89	202100	32	1133	693	228	216
5.6409	33.87	-117.88	190900	35	1919	1302	345	349
3.0465	33.87	-117.89	148900	32	1569	835	386	422
2.6563	33.86	-117.93	155000	36	931	778	303	279
3.3438	33.86	-117.93	186600	17	1627	1216	369	398
5.5867	33.86	-117.93	182500	35	931	516	174	181
1.7935	33.87	-117.93	162500	29	1221	1822	326	371
3.3008	33.86	-117.89	193800	28	1395	1220	362	398
2.4732	33.86	-117.91	165800	26	2296	1415	527	570
3.6375	33.86	-117.92	133900	26	745	247	151	161
3.0550	33.87	-117.92	157800	33	1597	1888	423	406
4.2188	33.91	-117.87	176300	16	2434	1017	476	455
6.5945	33.90	-117.88	277300	21	3180	1413	391	434
3.0214	33.89	-117.88	218400	19	3583	2300	871	911
3.6946	33.89	-117.88	265500	17	3218	1701	824	923
7.1472	33.89	-117.87	270100	25	1142	486	150	162
6.4514	33.91	-117.86	270800	16	2889	1227	401	423
6.9113	33.90	-117.86	285200	17	1452	630	194	188
7.2478	33.90	-117.86	299200	25	3205	1291	408	409
6.8268	33.90	-117.87	280300	21	3181	1416	469	447
6.6897	33.89	-117.86	289800	22	4386	1915	592	593
6.9612	33.89	-117.86	274500	24	2002	820	241	253
6.4218	33.89	-117.87	275000	19	1674	786	234	243
3.7361	33.88	-117.86	201400	19	1621	871	322	328
2.4250	33.89	-117.87	171700	17	1441	769	456	530
3.3430	33.89	-117.87	184600	22	2340	1382	546	664
3.0250	33.88	-117.87	156900	25	1808	1342	454	440
3.3036	33.88	-117.87	183900	24	2655	1519	708	702
3.5667	33.88	-117.87	190700	28	3333	2026	722	752
3.6417	33.88	-117.87	204300	28	2612	1682	563	602
4.6806	33.86	-117.85	187500	18	329	209	71	72
5.9639	33.89	-117.85	262300	22	4020	1486	635	655
6.5843	33.88	-117.86	272200	20	3977	1886	541	540
5.5918	33.90	-117.85	260500	20	4026	1997	650	648
5.2037	33.90	-117.85	242200	25	1548	811	263	256
5.7951	33.89	-117.84	226900	24	3935	1912	593	625
5.7457	33.89	-117.85	240600	24	3326	1616	494	503
3.2083	33.87	-117.88	145300	21	1519	1203	366	388
3.0227	33.87	-117.87	297100	16	1332	1534	295	368
5.6573	33.87	-117.86	216000	19	1591	891	237	279
2.7759	33.85	-117.88	200000	18	2705	2726	674	713
3.4856	33.86	-117.87	142800	28	2292	2197	509	531
3.1667	33.85	-117.88	113900	22	1105	971	249	241
4.6172	33.89	-117.82	238300	24	2168	1050	397	421
4.0714	33.89	-117.82	278900	21	3079	1431	480	509
4.1064	33.86	-117.78	246100	16	3471	1769	691	708
6.4265	33.87	-117.76	263700	16	3973	1971	575	595
6.5755	33.90	-117.83	272800	23	2446	1196	359	360
7.0352	33.90	-117.84	299600	24	1723	707	219	223
4.6250	33.89	-117.83	245700	25	1737	840	265	270
6.0132	33.88	-117.83	259400	23	2365	1209	347	355
6.7837	33.89	-117.84	264300	19	3544	1787	560	542
6.9308	33.88	-117.83	231700	18	2112	1048	315	340
6.0591	33.87	-117.81	233500	19	4491	2457	702	680
3.5625	33.86	-117.81	235000	18	133	95	23	29
6.0571	33.92	-117.87	272400	17	4575	2054	737	764
6.6678	33.88	-117.78	301900	16	1800	871	234	238
7.5744	33.90	-117.82	259300	25	1137	524	164	170
5.6403	33.85	-117.80	233000	23	3038	1568	438	470
6.0570	33.85	-117.82	235900	21	2603	1350	390	404
5.2227	33.85	-117.82	213500	18	1810	1189	326	305
5.8060	33.85	-117.80	304900	16	4151	1558	604	637
6.1504	33.86	-117.78	266000	16	4390	2146	633	660
7.0592	33.87	-117.76	288200	16	3182	1663	428	429
6.6207	33.84	-117.75	270500	16	3491	1496	509	502
6.0531	33.80	-117.81	230700	25	2765	1666	474	475
6.9250	33.78	-117.80	290300	18	3548	1506	449	474
4.7804	33.78	-117.80	242000	17	4138	2442	780	805
6.2177	33.62	-117.66	256600	16	4065	1962	636	661
5.7871	33.61	-117.67	227400	24	3859	1972	624	661
6.0471	33.61	-117.66	248400	17	3464	1713	530	519
7.1497	33.61	-117.66	274000	21	1932	860	286	266
6.8667	33.60	-117.66	279600	24	1684	781	230	232
7.5488	33.60	-117.66	278100	25	3745	1648	496	522
6.1401	33.61	-117.67	243200	23	3588	1695	569	577
5.6346	33.72	-117.60	272500	36	1317	531	214	228
6.7921	33.60	-117.67	266000	25	3164	1517	453	449
7.5791	33.59	-117.66	288100	18	4552	1918	671	706
7.2592	33.60	-117.67	314800	20	1213	565	170	171
7.5196	33.58	-117.66	315600	16	3016	1172	382	394
7.9294	33.57	-117.67	280300	18	1614	692	209	210
6.4598	33.62	-117.69	282700	18	4265	2025	544	581
6.0689	33.61	-117.68	248000	19	2962	1295	440	405
4.0221	33.61	-117.69	236200	16	3010	1649	538	580
7.2147	33.60	-117.68	303900	19	3913	1646	454	460
5.5779	33.65	-117.65	234800	16	1538	835	259	260
6.7079	33.64	-117.66	250800	17	3173	1555	520	501
5.5085	33.63	-117.66	223300	16	3299	1967	604	610
3.4115	33.62	-117.64	184800	16	3970	1202	734	771
5.5545	33.57	-117.66	214200	16	2483	1357	400	443
4.7981	33.54	-117.67	170800	16	2102	1003	328	350
6.5143	33.67	-117.59	279800	29	1223	633	204	215
4.0313	33.42	-117.61	282000	31	3959	1919	775	856
4.5476	33.41	-117.60	309200	29	2193	922	387	389
3.3967	33.42	-117.65	249400	25	2174	603	352	428
4.8750	33.45	-117.64	284100	27	334	130	46	56
3.2232	33.43	-117.62	247100	27	1835	1221	377	413
3.3155	33.43	-117.62	231000	27	3858	2321	873	1062
2.7545	33.43	-117.62	231300	24	1296	850	367	384
4.0647	33.43	-117.62	240600	23	4052	1950	859	955
2.3545	33.43	-117.61	187500	33	1150	604	317	383
3.1029	33.42	-117.62	190600	27	1005	460	243	266
3.1395	33.42	-117.62	310000	27	1444	597	311	412
4.0076	33.40	-117.59	252100	22	3167	1797	642	743
5.1298	33.41	-117.59	246000	17	2248	878	423	448
4.6650	33.42	-117.60	280600	23	2482	1048	425	461
4.6518	33.46	-117.67	277800	24	3571	1409	543	722
5.3999	33.46	-117.67	300000	18	1679	783	257	271
5.0877	33.46	-117.66	288100	26	2073	952	340	370
5.1024	33.46	-117.66	312700	28	1261	609	242	233
4.3603	33.49	-117.65	248800	16	2223	628	382	454
6.4211	33.60	-117.69	288100	19	3562	1584	470	439
6.8154	33.60	-117.68	265900	24	1956	969	256	262
5.4622	33.60	-117.69	227000	17	2150	1194	335	361
3.0461	33.60	-117.70	216900	16	2092	877	392	489
3.4750	33.60	-117.69	279500	16	2205	1333	402	393
4.2450	33.49	-117.68	214500	17	2232	1072	385	372
2.8357	33.49	-117.68	106300	16	3084	2557	690	724
6.3568	33.49	-117.68	294300	18	4173	1649	634	625
6.1815	33.48	-117.69	288500	25	3240	1462	497	481
4.0167	33.51	-117.66	189600	18	2626	1302	522	530
4.4732	33.50	-117.66	186300	16	1956	862	326	346
4.0388	33.51	-117.67	120400	17	2112	1893	433	480
3.4792	33.51	-117.67	126400	18	1645	1490	355	393
2.9762	33.51	-117.67	184400	19	1258	545	227	246
3.8600	33.47	-117.69	300000	23	3499	1480	634	722
3.5915	33.47	-117.70	305600	21	2208	1423	482	534
3.6680	33.47	-117.69	243800	19	2595	1728	571	621
6.5394	33.54	-117.69	272000	20	1767	801	284	280
5.8399	33.63	-117.71	220600	16	1565	950	280	274
4.5909	33.63	-117.71	241800	16	2497	1357	456	500
3.4261	33.63	-117.71	219700	16	1641	945	318	354
5.2325	33.63	-117.70	286800	16	4428	1525	682	745
5.0686	33.62	-117.70	225600	19	2957	1639	495	492
5.5584	33.63	-117.70	241700	23	3038	1501	436	473
5.8898	33.62	-117.71	242800	22	2520	1338	391	387
4.9079	33.63	-117.69	273800	23	1444	792	253	260
5.7559	33.64	-117.69	215800	18	3783	1843	623	654
6.9741	33.64	-117.69	262000	16	2592	1279	383	372
6.5987	33.72	-117.82	272800	24	3260	1383	442	458
2.1719	33.73	-117.81	261300	17	1063	363	183	189
4.8210	33.72	-117.80	201400	16	2617	1317	511	506
7.3769	33.71	-117.81	302400	16	2666	1227	347	387
6.8634	33.72	-117.82	276500	24	3477	1593	484	462
5.1299	33.69	-117.78	238900	16	4702	2529	814	806
6.1150	33.68	-117.78	315600	19	2500	1027	327	331
6.0961	33.69	-117.78	295500	16	3400	1575	488	501
5.7115	33.69	-117.79	313900	16	1532	679	248	240
6.2760	33.67	-117.82	290700	17	2895	1588	450	439
5.4090	33.70	-117.78	233900	16	1663	597	204	250
6.2162	33.71	-117.79	283200	16	3114	1641	469	463
5.1741	33.70	-117.79	227700	16	1416	636	244	249
3.7059	33.60	-117.77	237500	33	247	167	70	80
3.7976	33.67	-117.83	275000	17	2634	1454	560	641
5.3423	33.66	-117.83	291700	16	1574	515	363	385
6.3767	33.67	-117.81	269000	24	3930	1831	616	661
4.0000	33.66	-117.80	223400	16	2542	1022	494	498
5.8752	33.66	-117.81	274200	20	2851	1192	463	490
6.4238	33.66	-117.82	278400	24	4227	1605	589	641
5.6877	33.62	-117.74	231400	16	4134	2103	745	740
3.1679	33.62	-117.72	110000	21	2322	662	457	518
2.8583	33.62	-117.72	105800	19	1144	365	279	268
4.8611	33.61	-117.73	186800	16	590	178	121	130
3.4706	33.62	-117.74	241700	16	1889	686	537	590
3.7422	33.61	-117.74	229800	16	2753	857	546	576
3.5625	33.61	-117.74	180800	17	2116	662	443	474
3.1779	33.61	-117.75	186500	17	2499	781	522	566
3.2845	33.61	-117.75	227600	16	2270	709	489	488
2.6759	33.61	-117.73	120600	17	2612	832	564	582
3.0625	33.62	-117.89	93800	24	1016	465	236	238
3.1985	33.63	-117.91	106300	20	3442	1427	977	1526
4.1372	33.66	-117.89	265200	33	3595	1621	732	785
4.6808	33.65	-117.90	245500	24	4496	1928	855	877
5.5422	33.66	-117.89	253100	32	2736	1279	534	550
5.2549	33.65	-117.90	261800	28	2043	1108	452	430
4.4135	33.65	-117.90	272300	30	2196	1131	460	486
2.6250	33.65	-117.91	217900	24	885	590	254	321
3.4125	33.65	-117.90	284100	30	1634	771	364	373
2.2222	33.65	-117.91	276800	17	1328	762	344	377
3.9306	33.64	-117.91	268400	37	1998	1030	436	472
5.0532	33.64	-117.90	310900	36	2017	850	348	357
2.7264	33.63	-117.91	311100	32	1901	946	418	400
4.9643	33.63	-117.92	317900	34	2479	1131	490	491
3.1305	33.64	-117.92	268800	25	2224	985	516	580
2.8553	33.64	-117.91	307600	38	2222	1067	512	542
3.5161	33.63	-117.92	236400	24	1562	696	347	441
5.3369	33.61	-117.92	312500	18	1538	425	288	425
4.4211	33.65	-117.93	215200	35	2133	1473	402	413
2.7143	33.64	-117.93	185400	31	1291	1252	373	356
2.6221	33.64	-117.94	272000	18	1867	871	399	426
2.5301	33.64	-117.93	192900	24	1395	1478	404	396
3.0708	33.64	-117.92	188700	24	2539	1623	611	695
1.6389	33.64	-117.94	225000	24	1097	470	333	307
4.1029	33.65	-117.91	213400	19	1589	1118	394	421
3.5179	33.65	-117.93	225000	29	1253	1198	362	375
2.1074	33.65	-117.91	181300	24	1494	814	459	494
0.9702	33.65	-117.92	225400	28	1087	807	425	423
4.1026	33.65	-117.92	211500	25	1679	1314	473	470
3.1840	33.65	-117.92	220000	20	1391	856	360	393
2.7500	33.65	-117.93	275000	27	1283	1063	376	406
4.8125	33.68	-117.92	244600	28	3397	1397	560	597
5.5000	33.66	-117.94	224100	16	2095	963	411	450
4.2036	33.65	-117.93	220100	34	2141	1559	429	425
5.0100	33.69	-117.93	263800	19	2602	1156	424	439
6.4441	33.69	-117.93	261000	26	2822	1258	469	473
4.4732	33.68	-117.92	245600	25	2017	1024	428	454
5.0690	33.68	-117.93	264200	33	2664	1197	429	432
5.2815	33.69	-117.91	229500	30	2704	1289	423	426
6.1601	33.67	-117.90	266100	26	2507	1333	392	393
5.0853	33.68	-117.89	260300	26	2905	1452	491	504
6.6833	33.67	-117.90	275900	25	639	311	93	98
4.4625	33.67	-117.91	253500	32	3058	1475	569	562
3.2250	33.66	-117.91	193800	21	1708	1099	434	505
3.1667	33.66	-117.90	161000	22	3568	1952	938	938
3.1520	33.71	-117.86	152800	21	1795	2246	400	406
3.3750	33.71	-117.86	157500	36	191	208	37	42
4.9148	33.71	-117.87	155500	16	3397	1924	621	686
4.9153	33.70	-117.87	266400	17	3216	1916	618	607
5.0956	33.70	-117.87	246000	21	3648	2266	628	654
4.1000	33.71	-117.88	184900	27	1596	1703	289	297
3.5551	33.71	-117.88	185200	30	1739	1914	369	359
3.1742	33.71	-117.88	245000	20	1738	1403	411	509
5.4836	33.70	-117.88	225800	18	2135	1464	405	373
5.3254	33.70	-117.88	240500	24	534	249	74	88
3.8029	33.70	-117.88	205400	16	1505	835	339	358
3.6875	33.72	-117.90	137500	36	443	577	115	117
4.5607	33.72	-117.91	182100	32	2436	2839	516	504
4.3899	33.72	-117.90	180700	33	2613	3150	543	562
3.2639	33.73	-117.90	155200	31	1171	1690	301	306
4.6500	33.72	-117.89	197800	25	4343	3872	850	847
3.6618	33.72	-117.89	183500	23	2305	2493	502	538
4.5726	33.73	-117.88	177500	32	1947	1786	332	355
3.9844	33.72	-117.88	165300	38	1421	1236	263	300
3.8900	33.72	-117.88	170000	36	1910	1593	329	352
6.1966	33.71	-117.90	260500	16	4208	2592	662	630
4.7422	33.71	-117.89	202400	23	1422	1092	263	260
4.5814	33.71	-117.89	233300	24	4365	2663	753	804
6.2488	33.71	-117.90	252000	16	1917	1324	351	317
6.2452	33.71	-117.89	266300	16	1591	926	239	225
3.6505	33.71	-117.91	145700	16	3113	1719	715	783
3.5694	33.73	-117.86	150500	31	1115	1369	259	268
2.3333	33.72	-117.86	157700	31	1194	1602	306	297
3.5902	33.72	-117.87	165900	39	3167	2789	619	669
3.8421	33.72	-117.87	174000	37	2216	2445	506	497
3.4130	33.72	-117.86	150600	37	1429	2089	399	428
3.5511	33.72	-117.86	159100	32	1461	1909	346	340
2.4539	33.73	-117.85	115000	28	1499	3328	595	574
2.4211	33.73	-117.84	175000	20	2572	1534	669	732
3.3611	33.74	-117.84	134600	24	1752	910	427	407
